 node, mean, sd, MC error,2.50%,median,97.50%,start,sample
M.mixed[404],0.7848,0.4109,0.002698,0,1,1,4001,22000
M.mixed[405],0.2626,0.44,0.002947,0,0,1,4001,22000
M.mixed[406],0.2959,0.4564,0.002961,0,0,1,4001,22000
M.mixed[407],0.124,0.3296,0.0021,0,0,1,4001,22000
M.mixed[408],0.8784,0.3268,0.002167,0,1,1,4001,22000
M.mixed[409],0.8331,0.3729,0.002428,0,1,1,4001,22000
M.mixed[410],0.03041,0.1717,0.001117,0,0,1,4001,22000
M.mixed[411],0.1312,0.3376,0.002353,0,0,1,4001,22000
M.mixed[412],0.5741,0.4945,0.00338,0,1,1,4001,22000
M.mixed[413],0.04305,0.203,0.001427,0,0,1,4001,22000
